Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
HP1507101_O7	(1, 32.57384206529992)	(2, 32.74200268220769)	(3, 32.8294283544853)	(4, 36.2723846009723)	(5, 36.19182962064511)	(6, 36.24048654458677)	(7, 36.23211943713083)	(8, 36.21268082714552)	(9, 38.045328816968905)	(10, 37.97974538749026)	(11, 38.055981224546144)	(12, 37.98708941021014)	(13, 38.03816722381643)	(14, 39.40521058288712)	(15, 39.41226863493378)	(16, 39.34839363370115)	(17, 39.32844964450887)	(18, 39.359664822648874)	(19, 39.3842262521078)	(20, 39.37994162253843)	(21, 39.34403504619905)	(22, 39.3122257393328)	(23, 39.25543837331992)	(24, 39.26120216154385)	(25, 39.206142945892374)	(26, 39.145421017858375)	(27, 39.032248123933776)	(28, 39.0308281316254)	(29, 39.007437702768)	(30, 38.95951296236034)	(31, 38.87645573864253)	(32, 38.82988935893264)	(33, 38.7688987170764)	(34, 38.74584602944512)	(35, 38.67891903085525)	(36, 38.62747635811417)	(37, 38.58684386987348)	(38, 38.5522882584386)	(39, 38.485486988334365)	(40, 38.1929463854293)	(41, 38.25775325661431)	(42, 38.23844284037906)	(43, 37.76702265084953)
HP1507101_O8	(1, 32.51638249095533)	(2, 32.68503868610524)	(3, 32.7757182003797)	(4, 36.2289384604363)	(5, 36.14643407242899)	(6, 36.19726689830569)	(7, 36.18513271483326)	(8, 36.16446520041552)	(9, 37.99127682057528)	(10, 37.92892234122578)	(11, 38.00007970054089)	(12, 37.93938908192141)	(13, 37.98421839739227)	(14, 39.3424938209693)	(15, 39.34083981086793)	(16, 39.29848121216463)	(17, 39.26932335136297)	(18, 39.274630153669804)	(19, 39.31165418920371)	(20, 39.287371494071714)	(21, 39.26681770963929)	(22, 39.229903822043916)	(23, 39.170480352473405)	(24, 39.18174320306623)	(25, 39.115016835619876)	(26, 39.04108070351399)	(27, 38.93882132750654)	(28, 38.9229053981445)	(29, 38.891199806569475)	(30, 38.83976071927499)	(31, 38.76168553211305)	(32, 38.70165401010137)	(33, 38.634140487874774)	(34, 38.588069097682414)	(35, 38.50199161801053)	(36, 38.45877601461475)	(37, 38.4098909266755)	(38, 38.37326539384604)	(39, 38.291560697782714)	(40, 37.97467313823118)	(41, 38.01850306265)	(42, 37.985691514131176)	(43, 37.493208439302215)
HP1507101_O9	(1, 32.57053711964546)	(2, 32.734985420217875)	(3, 32.822501870160885)	(4, 36.26264924906452)	(5, 36.18405057575784)	(6, 36.23948363894371)	(7, 36.22698994164154)	(8, 36.21012506283033)	(9, 38.03786888972619)	(10, 37.97344725517018)	(11, 38.04424120237776)	(12, 37.9780489128682)	(13, 38.03052511600504)	(14, 39.390457341846535)	(15, 39.39096627732185)	(16, 39.34151536914341)	(17, 39.324066040474136)	(18, 39.357721856930134)	(19, 39.37978228259527)	(20, 39.37848123270937)	(21, 39.34521636050566)	(22, 39.31239670851684)	(23, 39.24790191940256)	(24, 39.258718568121445)	(25, 39.199947139932085)	(26, 39.12294449456886)	(27, 39.01368068900582)	(28, 39.002138787569386)	(29, 38.97164828232311)	(30, 38.89646270179449)	(31, 38.791749424399484)	(32, 38.73035937766709)	(33, 38.64865045572143)	(34, 38.602507234828494)	(35, 38.50997458469056)	(36, 38.45354567558235)	(37, 38.39072872165949)	(38, 38.34253009366143)	(39, 38.24881674468509)	(40, 37.91902341024526)	(41, 37.95111466308393)	(42, 37.89517187781458)	(43, 37.40078472029394)
HP1507101_P1	(1, 32.65012463934717)	(2, 32.810409388677286)	(3, 32.91117955952562)	(4, 36.33220376624712)	(5, 36.24625908453961)	(6, 36.29026677426051)	(7, 36.274564929497224)	(8, 36.257410063136724)	(9, 38.08866334000642)	(10, 38.01872019270991)	(11, 38.09495429890604)	(12, 38.034495855765364)	(13, 38.08016792715081)	(14, 39.50410196262018)	(15, 39.494766156899836)	(16, 39.46041225938865)	(17, 39.42704765317769)	(18, 39.446630952073)	(19, 39.472727926595596)	(20, 39.456600207069776)	(21, 39.42630379192579)	(22, 39.407612621792296)	(23, 39.343748442402486)	(24, 39.362299547058534)	(25, 39.29952055965622)	(26, 39.25372798148612)	(27, 39.14911168833791)	(28, 39.14421759865941)	(29, 39.11593951442706)	(30, 39.07191857526911)	(31, 38.99569708758446)	(32, 38.94619529796407)	(33, 38.89075523683999)	(34, 38.85224290886974)	(35, 38.781264412706086)	(36, 38.73761635056244)	(37, 38.696045295408815)	(38, 38.65667806328562)	(39, 38.592552680708124)	(40, 38.27378952196662)	(41, 38.34244936664536)	(42, 38.320701993030795)	(43, 37.86468980859611)
HP1507101_P10	(1, 32.60761268636559)	(2, 32.76870158496204)	(3, 32.866928881789775)	(4, 36.29825997645733)	(5, 36.20824427022719)	(6, 36.25412913789136)	(7, 36.24053707970828)	(8, 36.2234002821119)	(9, 38.054604993314015)	(10, 37.98291488957286)	(11, 38.05744612029439)	(12, 37.99632854365565)	(13, 38.04614330351039)	(14, 39.44828448617952)	(15, 39.446577142266435)	(16, 39.39384622566951)	(17, 39.3583321384149)	(18, 39.37604249685709)	(19, 39.40223622036741)	(20, 39.386403273298406)	(21, 39.350565724404014)	(22, 39.3335939922836)	(23, 39.267312700704615)	(24, 39.276554700031014)	(25, 39.219445380000735)	(26, 39.15658211090399)	(27, 39.054906779689276)	(28, 39.037048029051526)	(29, 39.018048826034324)	(30, 38.97200556220634)	(31, 38.894613196567974)	(32, 38.84027831039646)	(33, 38.78465791430601)	(34, 38.7579289784948)	(35, 38.68887325305705)	(36, 38.640594102327256)	(37, 38.60554853425192)	(38, 38.56133933126807)	(39, 38.4931889649561)	(40, 38.18077504076617)	(41, 38.246901270837434)	(42, 38.23825117296528)	(43, 37.7571019837869)
HP1507101_P11	(1, 32.61632620571526)	(2, 32.787663216361)	(3, 32.87661152663497)	(4, 36.3156248433801)	(5, 36.22133745286662)	(6, 36.26342214111563)	(7, 36.250927926838976)	(8, 36.23233696052736)	(9, 38.06742099723759)	(10, 37.995610220609265)	(11, 38.07896001438692)	(12, 38.02419243094721)	(13, 38.06127117869556)	(14, 39.481619825647044)	(15, 39.46830602865002)	(16, 39.43225912965032)	(17, 39.37896856399084)	(18, 39.380183197374976)	(19, 39.40709676087937)	(20, 39.38280998947514)	(21, 39.35739113258667)	(22, 39.33834025654708)	(23, 39.271747686447696)	(24, 39.288481325011716)	(25, 39.22923846614209)	(26, 39.17330047140747)	(27, 39.080118633124705)	(28, 39.05852646102412)	(29, 39.03760056840125)	(30, 38.99867628546243)	(31, 38.93271756530866)	(32, 38.8843887180606)	(33, 38.831260300061615)	(34, 38.79260724593673)	(35, 38.71763311585892)	(36, 38.691518498099924)	(37, 38.64764134116752)	(38, 38.612658720448586)	(39, 38.55711282823846)	(40, 38.23839833489093)	(41, 38.320341866231125)	(42, 38.31591670916901)	(43, 37.84070024204223)
HP1507101_P12	(1, 32.253764510318064)	(2, 32.43262830633551)	(3, 32.52070567615126)	(4, 36.07016421263484)	(5, 35.916394833666025)	(6, 35.955455323174085)	(7, 35.95098659729999)	(8, 35.925617449244314)	(9, 37.71693664494321)	(10, 37.59644101629607)	(11, 37.6788950944866)	(12, 37.602130382467294)	(13, 37.67642251542319)	(14, 38.959451094403136)	(15, 38.94754376569271)	(16, 38.8896589857905)	(17, 38.85780062179625)	(18, 38.86529486635553)	(19, 38.88383051531191)	(20, 38.87289691675303)	(21, 38.83367993489919)	(22, 38.80574431237263)	(23, 38.73640777036661)	(24, 38.75614667158168)	(25, 38.68914708193939)	(26, 38.59817286492276)	(27, 38.477030401246374)	(28, 38.47502382161264)	(29, 38.4350174228145)	(30, 38.39743143896451)	(31, 38.30573735715726)	(32, 38.254237464963104)	(33, 38.19455823949588)	(34, 38.14845559442748)	(35, 38.05767264583348)	(36, 38.02148813788019)	(37, 37.96720615953873)	(38, 37.92961322047337)	(39, 37.853133672284166)	(40, 37.547907523456466)	(41, 37.62179973152869)	(42, 37.60606355675804)	(43, 37.08727752004841)
HP1507101_P14	(1, 32.59203593920022)	(2, 32.753414564626205)	(3, 32.84815652052324)	(4, 36.277026554637516)	(5, 36.19621354854786)	(6, 36.24766640792642)	(7, 36.23790359445782)	(8, 36.21807500838067)	(9, 38.05903759382322)	(10, 37.98802146169718)	(11, 38.06379351452322)	(12, 37.987329495850894)	(13, 38.04848063302326)	(14, 39.42191272984112)	(15, 39.434857510608055)	(16, 39.36873712647738)	(17, 39.3377205641135)	(18, 39.376271666508316)	(19, 39.381529531345514)	(20, 39.386518497537786)	(21, 39.34349829966423)	(22, 39.32235211022693)	(23, 39.2596270196529)	(24, 39.27052100008784)	(25, 39.206003251880944)	(26, 39.14791576660315)	(27, 39.02351608282795)	(28, 39.02941930441298)	(29, 39.00225695595978)	(30, 38.97180687340789)	(31, 38.870883833992735)	(32, 38.82696013667222)	(33, 38.75365836606427)	(34, 38.72670934386938)	(35, 38.656268654843494)	(36, 38.59744797259385)	(37, 38.54148120129573)	(38, 38.502071415894775)	(39, 38.40807879088828)	(40, 38.081583848871794)	(41, 38.14748373611363)	(42, 38.135385089749406)	(43, 37.6485297518424)
HP1507101_P15	(1, 32.58374559105763)	(2, 32.746827830800356)	(3, 32.840138557497795)	(4, 36.27547136780954)	(5, 36.193982117848435)	(6, 36.245098293479955)	(7, 36.23635172986151)	(8, 36.22237927278386)	(9, 38.047841887546035)	(10, 37.97994417500908)	(11, 38.0541586700555)	(12, 37.98639711603299)	(13, 38.04009381970019)	(14, 39.41536775766378)	(15, 39.42586979355776)	(16, 39.358288163286474)	(17, 39.34249215467607)	(18, 39.37521882618393)	(19, 39.389857487421544)	(20, 39.38678581617304)	(21, 39.34653152393796)	(22, 39.31912800197106)	(23, 39.259860145754445)	(24, 39.27266715078583)	(25, 39.21325827325069)	(26, 39.15201773950931)	(27, 39.026943176513306)	(28, 39.02876672804606)	(29, 38.99708555941698)	(30, 38.9518744488822)	(31, 38.84310810986047)	(32, 38.791682335702056)	(33, 38.72183301779138)	(34, 38.68648691581514)	(35, 38.610776298044506)	(36, 38.55404682556149)	(37, 38.4899275118004)	(38, 38.44959865656932)	(39, 38.35624416463509)	(40, 38.022250570569014)	(41, 38.07152050158203)	(42, 38.05301266922558)	(43, 37.5638826572955)
HP1507101_P16	(1, 32.38259756877799)	(2, 32.51226274258904)	(3, 32.597142247814034)	(4, 36.098101940712304)	(5, 35.98165920238857)	(6, 36.05651524845383)	(7, 36.040520366815954)	(8, 36.01791426743442)	(9, 37.87865216464065)	(10, 37.77201962038814)	(11, 37.81403284282363)	(12, 37.745788014502025)	(13, 37.85156749840051)	(14, 39.14203454894434)	(15, 39.241416080187676)	(16, 39.085306035402006)	(17, 39.07954787801237)	(18, 39.1108978460226)	(19, 39.07741522712732)	(20, 39.0895713371721)	(21, 39.06867135849861)	(22, 39.037108125399875)	(23, 38.975901044998935)	(24, 38.96907656216678)	(25, 38.95969289827255)	(26, 38.831307314992536)	(27, 38.64299424184261)	(28, 38.70974621454468)	(29, 38.71230539560674)	(30, 38.664747280870124)	(31, 38.45062913201109)	(32, 38.446577095329495)	(33, 38.36276391554703)	(34, 38.27617828961399)	(35, 38.25442525058648)	(36, 38.18767327788441)	(37, 38.18255491576029)	(38, 38.07165706973768)	(39, 37.877585839198126)	(40, 37.70078908082747)	(41, 37.73960332693538)	(42, 37.706547238217105)	(43, 37.195990616336104)
HP1507101_P17	(1, 32.62459773447369)	(2, 32.789415808983414)	(3, 32.87540226552631)	(4, 36.29970179543996)	(5, 36.22343805007352)	(6, 36.27500051771625)	(7, 36.267673797345154)	(8, 36.25479508790822)	(9, 38.080931475077136)	(10, 38.0220070823583)	(11, 38.089384746008406)	(12, 38.02720288264408)	(13, 38.07991675122699)	(14, 39.47313259748597)	(15, 39.47904698792686)	(16, 39.427296071569096)	(17, 39.39958582699994)	(18, 39.43081447120462)	(19, 39.45650148066848)	(20, 39.443419826461515)	(21, 39.40995257719149)	(22, 39.38728281803309)	(23, 39.321302988258196)	(24, 39.338561577170786)	(25, 39.275294580546294)	(26, 39.21979539853797)	(27, 39.11719232123258)	(28, 39.11445463770217)	(29, 39.09154879993373)	(30, 39.03818260887573)	(31, 38.94812276087722)	(32, 38.892691917413906)	(33, 38.825684938598855)	(34, 38.793574105904035)	(35, 38.72586096212388)	(36, 38.67190043281079)	(37, 38.62590652115389)	(38, 38.57840501977676)	(39, 38.50288264408043)	(40, 38.18056700283709)	(41, 38.235956429000396)	(42, 38.218418273312764)	(43, 37.744948124831744)
HP1507101_P18	(1, 32.598274802049374)	(2, 32.76537307871448)	(3, 32.85832883092687)	(4, 36.286271075919885)	(5, 36.20201210992082)	(6, 36.25622356776898)	(7, 36.24327154168607)	(8, 36.22728272007452)	(9, 38.06592268281323)	(10, 37.99488029809036)	(11, 38.069153237074985)	(12, 38.00192640894271)	(13, 38.05447601304145)	(14, 39.44157242664183)	(15, 39.44992640894271)	(16, 39.386772240335354)	(17, 39.360178854215185)	(18, 39.38241266884024)	(19, 39.4098183511877)	(20, 39.40997857475547)	(21, 39.372873777363765)	(22, 39.33871262226362)	(23, 39.27608383791337)	(24, 39.28500046576619)	(25, 39.234585933861204)	(26, 39.174539357242665)	(27, 39.04375221238938)	(28, 39.041311597578016)	(29, 39.02428318584071)	(30, 38.99318118304611)	(31, 38.89794503959013)	(32, 38.857471821145786)	(33, 38.79139264089427)	(34, 38.77371215649744)	(35, 38.709734513274334)	(36, 38.66322869119702)	(37, 38.61714392175128)	(38, 38.578105263157894)	(39, 38.494680950163016)	(40, 38.17834746157429)	(41, 38.25147647880764)	(42, 38.25114857941313)	(43, 37.77603353516535)
HP1507101_P19	(1, 32.585100690917265)	(2, 32.750347009514655)	(3, 32.846679952543056)	(4, 36.271466124892406)	(5, 36.198753092068024)	(6, 36.25137446785413)	(7, 36.25315022604084)	(8, 36.236369698896546)	(9, 38.06710659977202)	(10, 38.001178669189436)	(11, 38.076318830015744)	(12, 38.004862010406406)	(13, 38.063756697865216)	(14, 39.423669538380416)	(15, 39.446583797951284)	(16, 39.364743833311366)	(17, 39.354725145201186)	(18, 39.402383703347574)	(19, 39.40218984328352)	(20, 39.408424382943416)	(21, 39.35137524329438)	(22, 39.33145418311246)	(23, 39.27592490636559)	(24, 39.28768833505222)	(25, 39.24162718383362)	(26, 39.16708411200459)	(27, 39.017703301049174)	(28, 39.05024077419955)	(29, 39.026822478462144)	(30, 38.993579354678616)	(31, 38.902573686210346)	(32, 38.87442520491009)	(33, 38.800393923650155)	(34, 38.78074426755791)	(35, 38.70358796206546)	(36, 38.657170108329005)	(37, 38.61087632503354)	(38, 38.58105289277987)	(39, 38.483758403833775)	(40, 38.18051473724207)	(41, 38.252460084212814)	(42, 38.239595530362365)	(43, 37.77796819144069)
HP1507101_P2	(1, 32.58937733650164)	(2, 32.75865104710589)	(3, 32.85398662045375)	(4, 36.29112369017168)	(5, 36.2096330714938)	(6, 36.25128271102299)	(7, 36.238256320221176)	(8, 36.21709852532377)	(9, 38.046702284915725)	(10, 37.98843920429034)	(11, 38.05891137311882)	(12, 38.00449264175407)	(13, 38.04301559433539)	(14, 39.442122867824004)	(15, 39.440341955371245)	(16, 39.40539344038989)	(17, 39.36975248848461)	(18, 39.36208144773552)	(19, 39.3883763930721)	(20, 39.36547047872743)	(21, 39.345807288119346)	(22, 39.313247617462025)	(23, 39.252536412848805)	(24, 39.263925675914294)	(25, 39.205501152800274)	(26, 39.14307714428418)	(27, 39.046641743982484)	(28, 39.0308304702517)	(29, 39.0037510153219)	(30, 38.95791017743539)	(31, 38.8918928122777)	(32, 38.844828543031994)	(33, 38.7799425365642)	(34, 38.731270148779345)	(35, 38.6509272852941)	(36, 38.614283624182065)	(37, 38.570419195511896)	(38, 38.53901106385555)	(39, 38.475911014918296)	(40, 38.15272963932739)	(41, 38.21085019650578)	(42, 38.19235368013198)	(43, 37.7238677584215)
HP1507101_P20	(1, 32.57569919336058)	(2, 32.73556623547096)	(3, 32.8416361442212)	(4, 36.280799441068744)	(5, 36.180361188152354)	(6, 36.21995215209705)	(7, 36.2275527703089)	(8, 36.211652869815595)	(9, 38.029936696800966)	(10, 37.9690682361908)	(11, 38.05578726737662)	(12, 37.978786018249956)	(13, 38.041813985984376)	(14, 39.41009463722398)	(15, 39.40211292951962)	(16, 39.34859102745961)	(17, 39.31842144263545)	(18, 39.33180191815045)	(19, 39.363876950437195)	(20, 39.34713018440497)	(21, 39.31427180149472)	(22, 39.284779709101684)	(23, 39.216988122710816)	(24, 39.23278216501175)	(25, 39.19297948468232)	(26, 39.098109372684355)	(27, 38.98731818855461)	(28, 38.987275845277665)	(29, 38.95450214892131)	(30, 38.90957593208138)	(31, 38.833823809624626)	(32, 38.78786018249952)	(33, 38.72004742447018)	(34, 38.687718332521754)	(35, 38.61514195583596)	(36, 38.57713886477674)	(37, 38.54404759384329)	(38, 38.48898016217475)	(39, 38.42842927614168)	(40, 38.118222429233796)	(41, 38.18440497110071)	(42, 38.18438379946224)	(43, 37.70160692736011)
HP1507101_P21	(1, 32.46033691523461)	(2, 32.62867168415256)	(3, 32.73661729196967)	(4, 36.21369124105113)	(5, 36.10578234654542)	(6, 36.152593230630195)	(7, 36.13746028608142)	(8, 36.11473474632514)	(9, 37.947220378711926)	(10, 37.85978762761406)	(11, 37.934864937375565)	(12, 37.83923946963385)	(13, 37.90914726274023)	(14, 39.26539629195555)	(15, 39.26658947457603)	(16, 39.215278385743936)	(17, 39.161277340826615)	(18, 39.194774001327325)	(19, 39.1906479899462)	(20, 39.189122975472685)	(21, 39.15440630339316)	(22, 39.13210014261709)	(23, 39.077397308631866)	(24, 39.09280842711701)	(25, 39.02645052881289)	(26, 38.95841652663833)	(27, 38.83508239314308)	(28, 38.83747299453537)	(29, 38.796851127522274)	(30, 38.764722743896414)	(31, 38.65141134441322)	(32, 38.6171648851297)	(33, 38.548093025882885)	(34, 38.50295400951722)	(35, 38.434691255171636)	(36, 38.38223499343397)	(37, 38.32358124232198)	(38, 38.295848571710984)	(39, 38.20312627967071)	(40, 37.87184371425747)	(41, 37.94377921179345)	(42, 37.92545220915291)	(43, 37.43043533515017)
HP1507101_P22	(1, 32.50487329434698)	(2, 32.61647173489279)	(3, 32.714424951267056)	(4, 36.19663742690059)	(5, 36.0916179337232)	(6, 36.091861598440545)	(7, 36.08308966861598)	(8, 36.085038986354775)	(9, 37.85526315789474)	(10, 37.81578947368421)	(11, 37.978070175438596)	(12, 37.882066276803116)	(13, 37.96491228070175)	(14, 39.262670565302145)	(15, 39.28216374269006)	(16, 39.20029239766082)	(17, 39.21052631578947)	(18, 39.08211500974659)	(19, 39.10526315789474)	(20, 39.17519493177388)	(21, 39.14303118908382)	(22, 39.136939571150094)	(23, 39.11622807017544)	(24, 39.052875243664715)	(25, 38.980506822612085)	(26, 38.89035087719298)	(27, 38.80141325536062)	(28, 38.75438596491228)	(29, 38.73586744639376)	(30, 38.76072124756335)	(31, 38.626461988304094)	(32, 38.53460038986355)	(33, 38.530701754385966)	(34, 38.52363547758284)	(35, 38.388888888888886)	(36, 38.428606237816766)	(37, 38.3182261208577)	(38, 38.302875243664715)	(39, 38.167397660818715)	(40, 37.76900584795322)	(41, 37.87573099415204)	(42, 37.92446393762183)	(43, 37.46028265107213)
HP1507101_P23	(1, 32.63040092555511)	(2, 32.77735504828016)	(3, 32.870678147109864)	(4, 36.30633426778801)	(5, 36.20644773728474)	(6, 36.264573043207406)	(7, 36.2600120144173)	(8, 36.23865305032706)	(9, 38.07249810884172)	(10, 38.00305922662751)	(11, 38.07922840742224)	(12, 38.010000889956835)	(13, 38.06546744982868)	(14, 39.47047568192943)	(15, 39.470130823655055)	(16, 39.411271303341785)	(17, 39.3814132514573)	(18, 39.39811106661327)	(19, 39.4270346638188)	(20, 39.415787834290036)	(21, 39.367552173719574)	(22, 39.3716459751702)	(23, 39.29704534330085)	(24, 39.30218484403506)	(25, 39.21446847327905)	(26, 39.16558759400169)	(27, 39.058503537578424)	(28, 39.07208650380456)	(29, 39.05231833756063)	(30, 39.01931206336493)	(31, 38.94109598184488)	(32, 38.898188937836515)	(33, 38.837315890179326)	(34, 38.82432252035776)	(35, 38.747107640279445)	(36, 38.709807324344766)	(37, 38.66173853068126)	(38, 38.60577137008855)	(39, 38.54720108574734)	(40, 38.24718551150269)	(41, 38.32016197214435)	(42, 38.32196413473947)	(43, 37.83166466426378)
HP1507101_P24	(1, 32.57525066502967)	(2, 32.73864333947207)	(3, 32.80192347043176)	(4, 36.263147125025576)	(5, 36.17766523429507)	(6, 36.2341927562922)	(7, 36.22350112543483)	(8, 36.233067321465114)	(9, 38.03759975445058)	(10, 37.99913034581543)	(11, 38.06742377736853)	(12, 37.980969920196436)	(13, 38.052025782688766)	(14, 39.40208717004297)	(15, 39.43922651933702)	(16, 39.33348680171885)	(17, 39.30529977491303)	(18, 39.35635359116022)	(19, 39.36648250460405)	(20, 39.4232146511152)	(21, 39.37978309801514)	(22, 39.35108450992429)	(23, 39.2951197053407)	(24, 39.294096582770614)	(25, 39.242326580724374)	(26, 39.175260896255374)	(27, 39.033711888684266)	(28, 39.02813587067731)	(29, 39.019234704317576)	(30, 38.99892572130141)	(31, 38.86914262328627)	(32, 38.84100675260896)	(33, 38.76780233271946)	(34, 38.77982402291794)	(35, 38.697155719255164)	(36, 38.66037446286065)	(37, 38.60599549826069)	(38, 38.587579291999184)	(39, 38.50716185799059)	(40, 38.21045631266626)	(41, 38.256189891549006)	(42, 38.2195109474115)	(43, 37.7756292203806)
HP1507101_P3	(1, 32.545444876760406)	(2, 32.712632526962174)	(3, 32.80674976496086)	(4, 36.261857119384885)	(5, 36.16915318415819)	(6, 36.21705344438862)	(7, 36.209083589393614)	(8, 36.19129083698476)	(9, 38.00981948857938)	(10, 37.93600663222835)	(11, 38.007901678305565)	(12, 37.94122419427084)	(13, 37.99264032637545)	(14, 39.37199383410021)	(15, 39.3750979187702)	(16, 39.32265572748959)	(17, 39.294142872433916)	(18, 39.31806811805748)	(19, 39.341854965001495)	(20, 39.33267838260349)	(21, 39.29797031177882)	(22, 39.272558132558665)	(23, 39.20449325289393)	(24, 39.226205483178425)	(25, 39.168332336817386)	(26, 39.11040873970617)	(27, 38.98641034049484)	(28, 38.9831071798917)	(29, 38.96151494058061)	(30, 38.923123964992634)	(31, 38.84045086608258)	(32, 38.79072347057528)	(33, 38.73462019107199)	(34, 38.70650889671709)	(35, 38.63474952225185)	(36, 38.58367018299305)	(37, 38.53901308787907)	(38, 38.50191746939037)	(39, 38.42441898120846)	(40, 38.114234133750394)	(41, 38.18985980827351)	(42, 38.17411781068288)	(43, 37.687362837022945)
HP1507101_P4	(1, 32.60960181783958)	(2, 32.77406850937831)	(3, 32.861714346257415)	(4, 36.29898434074573)	(5, 36.21270233440448)	(6, 36.26454367470049)	(7, 36.25150613103819)	(8, 36.23507817228674)	(9, 38.06622580750603)	(10, 38.00759236570496)	(11, 38.06844175034688)	(12, 38.01113381657268)	(13, 38.06065551782166)	(14, 39.441837136091124)	(15, 39.44592975483737)	(16, 39.39451559782554)	(17, 39.36698876361435)	(18, 39.40100224637542)	(19, 39.431331132418926)	(20, 39.428105278700464)	(21, 39.389613697817985)	(22, 39.36882148134539)	(23, 39.303969648571304)	(24, 39.3222111637983)	(25, 39.262407758279636)	(26, 39.20575243432479)	(27, 39.09523031265533)	(28, 39.09013792722555)	(29, 39.06690997704031)	(30, 39.00809957540912)	(31, 38.91812170102355)	(32, 38.87106842033483)	(33, 38.81125487062208)	(34, 38.78094401870138)	(35, 38.706124951674184)	(36, 38.65172389307118)	(37, 38.60104688082939)	(38, 38.571322137900175)	(39, 38.5023934662373)	(40, 38.182486161628574)	(41, 38.24955281011083)	(42, 38.22542202665218)	(43, 37.767940289019364)
HP1507101_P5	(1, 32.65590031621449)	(2, 32.82023604901115)	(3, 32.905704168129326)	(4, 36.33272938836762)	(5, 36.25234084033895)	(6, 36.303014876486145)	(7, 36.28859781740676)	(8, 36.26916831813331)	(9, 38.10047816777409)	(10, 38.045886064884805)	(11, 38.10840310983873)	(12, 38.05670882393664)	(13, 38.09649716581751)	(14, 39.52266646713873)	(15, 39.52040919077901)	(16, 39.47527834846809)	(17, 39.448189633591184)	(18, 39.46408986589205)	(19, 39.497566505039714)	(20, 39.4874444247092)	(21, 39.456815953657305)	(22, 39.446237942661824)	(23, 39.38146222278786)	(24, 39.4059629017889)	(25, 39.34904639164444)	(26, 39.29831151812324)	(27, 39.196615204308685)	(28, 39.19771097632098)	(29, 39.18216597834189)	(30, 39.1403734995196)	(31, 39.054651541702974)	(32, 39.01015844289888)	(33, 38.96074171248117)	(34, 38.93231457537611)	(35, 38.86324947099456)	(36, 38.81898993176424)	(37, 38.77689606319255)	(38, 38.72721920055495)	(39, 38.67368580782942)	(40, 38.36669062866685)	(41, 38.45343283623838)	(42, 38.44081013005212)	(43, 37.99058559119243)
HP1507101_P6	(1, 32.17287956595697)	(2, 32.35687825995824)	(3, 32.438297606475174)	(4, 36.02208105253823)	(5, 35.85064856541683)	(6, 35.882837000072556)	(7, 35.887986424062625)	(8, 35.86248921744879)	(9, 37.63711978910539)	(10, 37.50986956136179)	(11, 37.59401981570907)	(12, 37.520194609933654)	(13, 37.58853179945664)	(14, 38.83379956950412)	(15, 38.81759349580388)	(16, 38.754053029997664)	(17, 38.72165095974783)	(18, 38.758204816071846)	(19, 38.771230541022064)	(20, 38.77160944188709)	(21, 38.71826906798449)	(22, 38.69175406915344)	(23, 38.627659360060626)	(24, 38.639294438219004)	(25, 38.56799456640036)	(26, 38.48150842852882)	(27, 38.34566843755795)	(28, 38.354469820949184)	(29, 38.3156224051337)	(30, 38.26761284393315)	(31, 38.1699954854365)	(32, 38.118156606983064)	(33, 38.04550035068484)	(34, 38.017165418443604)	(35, 37.92980256846416)	(36, 37.87921728755351)	(37, 37.819498077279654)	(38, 37.77678909732915)	(39, 37.70394137516829)	(40, 37.383433567391954)	(41, 37.459058552276225)	(42, 37.43583475085253)	(43, 36.91883056681957)
HP1507101_P7	(1, 32.563243123511775)	(2, 32.734678701674724)	(3, 32.81962518491563)	(4, 36.253478787111675)	(5, 36.1740777950937)	(6, 36.23552911580663)	(7, 36.23439786724047)	(8, 36.22662152220174)	(9, 38.05553402052069)	(10, 37.990238036848645)	(11, 38.07466240536671)	(12, 37.996788203371594)	(13, 38.051523230149755)	(14, 39.38303443583922)	(15, 39.42190825020371)	(16, 39.32467624931769)	(17, 39.33223109114066)	(18, 39.36587584744757)	(19, 39.384933034831384)	(20, 39.399844947748974)	(21, 39.346747462601556)	(22, 39.30845113876386)	(23, 39.26649210103711)	(24, 39.27494086655222)	(25, 39.23040289852779)	(26, 39.14721261935463)	(27, 38.998362458369265)	(28, 39.01941317469484)	(29, 38.97718516877754)	(30, 38.95745556091734)	(31, 38.855303024309976)	(32, 38.818106305721905)	(33, 38.73423569524322)	(34, 38.71755175659961)	(35, 38.62637154000111)	(36, 38.56726973554098)	(37, 38.494300247608955)	(38, 38.47954655127404)	(39, 38.380843136169105)	(40, 38.07046175509655)	(41, 38.110862359483896)	(42, 38.10333916097746)	(43, 37.61558116906233)
